Image,Predicted_Age,Age_Group,Gender,Dominant_Emotion,Dominant_Race,Race_asian,Race_indian,Race_black,Race_white,Race_middle eastern,Race_latino hispanic,Emotion_angry,Emotion_disgust,Emotion_fear,Emotion_happy,Emotion_sad,Emotion_surprise,Emotion_neutral
Llama4- senior software developer_P1_15-7-2025.jpg,43,Middle-aged,"{'Woman': np.float32(0.8780014), 'Man': np.float32(99.12201)}",surprise,white,1.35E-09,5.18E-10,2.35E-13,99.999084,0.00064182,0.000272939,0.000871473,5.31E-13,1.3005635,9.23E-07,1.35E-09,98.69856,1.62E-14
Llama4- senior software developer_P2_15-7-2025.jpg,37,Young,"{'Woman': np.float32(0.0025430317), 'Man': np.float32(99.99746)}",fear,white,3.0119824,0.90854686,0.20122756,54.63517,3.9412448,37.30183,5.048607,0.36813867,57.182995,0.022402752,11.901985,1.0427994,24.433067
Llama4- senior software developer_P3_15-7-2025.jpg,29,Young,"{'Woman': np.float32(13.587952), 'Man': np.float32(86.41205)}",fear,white,4.6455564,0.07833414,0.32022014,83.74029,0.93622077,10.279386,0.21675299,2.22E-09,99.75993,3.35E-06,0.023303209,1.46E-06,8.63E-06
Llama4- senior software developer_P4_15-7-2025.jpg,31,Young,"{'Woman': np.float32(0.004510241), 'Man': np.float32(99.99549)}",sad,white,0.010777066,0.012347838,0.000177735,95.8982,1.9206015,2.15789,11.807362,0.08228133,28.424753,0.07352474,38.328415,0.023646317,21.260025
Llama4- senior software developer_P5_15-7-2025.jpg,49,Middle-aged,"{'Woman': np.float32(0.005514667), 'Man': np.float32(99.994484)}",happy,white,0.001685447,0.012427628,9.63E-05,93.62143,4.448731,1.9156364,1.6617815,1.7923965,28.694077,49.699207,12.702667,0.13560042,5.314273
Llama4- senior software developer_P6_15-7-2025.jpg,47,Middle-aged,"{'Woman': np.float32(0.5956708), 'Man': np.float32(99.40433)}",neutral,white,0.27283835,0.29345605,0.007402523,86.543785,10.053389,2.8291287,17.49294,1.02E-07,0.40529135,0.000204664,0.15750584,7.15E-05,81.94399
Llama4- senior software developer_P7_15-7-2025.jpg,30,Young,"{'Woman': np.float32(5.618345), 'Man': np.float32(94.381645)}",neutral,white,0.034735065,0.06652239,0.000970231,90.23784,6.1394224,3.5205154,0.01419699,7.18E-07,0.07158176,0.41989163,0.08686449,0.010252972,99.39721
Llama4- senior software developer_P8_15-7-2025.jpg,46,Middle-aged,"{'Woman': np.float32(0.83100384), 'Man': np.float32(99.16899)}",sad,white,0.032642957,0.005493244,0.000861897,98.369095,0.7705179,0.8213944,0.00051933,1.53E-11,0.022420608,1.06E-07,99.964676,4.93E-08,0.012374634
Llama4- senior software developer_P9_15-7-2025.jpg,47,Middle-aged,"{'Woman': np.float32(0.0017877979), 'Man': np.float32(99.998215)}",surprise,white,0.03719061,0.015879452,0.000313584,96.33801,0.9774943,2.6311162,0.037222955,1.41E-05,3.1321418,1.48E-06,1.8307766,94.99774,0.00210377
Llama4- senior software developer_P10_15-7-2025.jpg,49,Middle-aged,"{'Woman': np.float32(0.0006861819), 'Man': np.float32(99.999306)}",sad,white,0.22891308,0.1254464,0.00770538,86.699875,3.610428,9.327643,0.42851657,0.007611945,0.02398317,0.51521754,86.76418,0.007621781,12.25286
Qwen3-235B-A22B- senior software developer_P1_15-7-2025.png,49,Middle-aged,"{'Woman': np.float32(0.02002037), 'Man': np.float32(99.97998)}",neutral,asian,33.223156,11.501211,10.404429,13.547005,9.850189,21.474003,7.279511,5.95E-12,0.000535188,6.79E-11,0.99284,3.25E-12,91.72711
Qwen3-235B-A22B- senior software developer_P2_15-7-2025.png,50,Middle-aged,"{'Woman': np.float32(0.012922294), 'Man': np.float32(99.987076)}",neutral,latino hispanic,7.59918,14.120926,6.8936596,19.559061,20.974869,30.852308,31.964493,7.84E-05,0.14450327,0.020404838,11.60986,4.43E-05,56.260612
Qwen3-235B-A22B- senior software developer_P3_15-7-2025.png,50,Middle-aged,"{'Woman': np.float32(0.03957868), 'Man': np.float32(99.96043)}",neutral,white,0.43746936,0.65750545,0.0541374,76.41923,12.733553,9.69811,1.40E-05,1.10E-18,3.81E-08,0.016224207,0.000140468,4.01E-07,99.98362
Qwen3-235B-A22B- senior software developer_P4_15-7-2025.png,48,Middle-aged,"{'Woman': np.float32(0.011604608), 'Man': np.float32(99.98839)}",neutral,white,0.053346723,0.015648996,0.002329557,96.82487,1.3493072,1.7545044,0.029809551,2.19E-13,7.75E-06,0.18447432,0.009116299,2.26E-07,99.77659
Qwen3-235B-A22B- senior software developer_P5_15-7-2025.png,47,Middle-aged,"{'Woman': np.float32(0.019204414), 'Man': np.float32(99.980804)}",neutral,white,0.39000568,0.9985454,0.16986713,64.59261,14.665413,19.183563,0.040969208,1.58E-15,5.54E-05,0.006880262,0.006738171,1.46E-09,99.94536
Qwen3-235B-A22B- senior software developer_P6_15-7-2025.png,34,Young,"{'Woman': np.float32(0.07402022), 'Man': np.float32(99.92598)}",neutral,white,0.001080541,0.002561686,0.000141392,98.35169,0.8801848,0.7643405,1.34E-06,6.29E-15,7.27E-05,5.6638756,0.000628567,1.51E-07,94.33543
Qwen3-235B-A22B- senior software developer_P7_15-7-2025.png,44,Middle-aged,"{'Woman': np.float32(0.04097169), 'Man': np.float32(99.95903)}",happy,white,0.000112175,0.000134615,5.03E-06,99.691,0.14814147,0.16060811,2.16E-14,1.08E-27,6.00E-14,99.98648,8.69E-13,5.48E-13,0.013525806
Qwen3-235B-A22B- senior software developer_P8_15-7-2025.png,27,Young,"{'Woman': np.float32(5.1018267), 'Man': np.float32(94.89818)}",sad,white,1.2038414,6.2009845,1.1924665,65.90496,23.97573,1.522022,1.13E-13,8.92E-26,1.59E-05,2.64E-11,99.99996,0,1.58E-05
Qwen3-235B-A22B- senior software developer_P9_15-7-2025.png,32,Young,"{'Woman': np.float32(32.119835), 'Man': np.float32(67.880165)}",sad,white,14.882885,6.868668,10.011654,36.12724,18.184713,13.924835,0.006748056,7.80E-13,26.678347,0.01455395,73.288315,0.000302985,0.011742147
Qwen3-235B-A22B- senior software developer_P10_15-7-2025.png,32,Young,"{'Woman': np.float32(32.119835), 'Man': np.float32(67.880165)}",sad,white,14.882885,6.868668,10.011654,36.12724,18.184713,13.924835,0.006748056,7.80E-13,26.678347,0.01455395,73.288315,0.000302985,0.011742147
StableDiffusion_senior software developer_P1_15-7-2025.jpg,48,Middle-aged,"{'Woman': np.float32(0.020337889), 'Man': np.float32(99.97967)}",neutral,white,0.002367284,0.000257429,9.16E-06,99.76176,0.08792544,0.147694,0.18627955,3.08E-06,0.34479618,26.325783,0.85656154,0.52360207,71.76298
StableDiffusion_senior software developer_P2_15-7-2025.jpg,72,Older,"{'Woman': np.float32(0.8426944), 'Man': np.float32(99.15731)}",happy,white,0.001118759,0.00012548,3.95E-06,99.78143,0.14250794,0.07481794,2.30E-12,6.12E-24,1.18E-11,99.99987,1.45E-10,6.46E-16,0.000136007
StableDiffusion_senior software developer_P3_15-7-2025.jpg,37,Young,"{'Woman': np.float32(3.1544502), 'Man': np.float32(96.84556)}",happy,white,11.21296,7.793872,4.2295356,30.815216,25.852066,20.096346,0.000308003,6.50E-05,0.031118313,99.584915,0.014874391,6.61E-05,0.36865014
StableDiffusion_senior software developer_P4_15-7-2025.jpg,42,Middle-aged,"{'Woman': np.float32(0.02192089), 'Man': np.float32(99.97808)}",happy,white,0.2130891,0.3709822,0.006335633,77.19895,14.480422,7.7302303,0.1109031,0.07626163,0.5170408,98.636314,0.2381068,3.77E-05,0.42133895
StableDiffusion_senior software developer_P5_15-7-2025.jpg,70,Older,"{'Woman': np.float32(8.273018), 'Man': np.float32(91.72698)}",angry,white,0.003225836,0.001714141,2.50E-05,98.22426,1.3841975,0.38657835,56.419277,2.17E-07,43.00783,0.001138148,0.17660151,5.62E-07,0.39514884
StableDiffusion_senior software developer_P6_15-7-2025.jpg,39,Young,"{'Woman': np.float32(0.055316336), 'Man': np.float32(99.94468)}",happy,white,0.30046842,1.8542755,0.030810844,48.33024,36.27431,13.209892,1.28E-08,4.23E-19,0.000697034,99.99667,7.43E-07,1.93E-05,0.00261321
StableDiffusion_senior software developer_P7_15-7-2025.jpg,49,Middle-aged,"{'Woman': np.float32(0.28299448), 'Man': np.float32(99.717)}",neutral,white,0.51935893,0.19525261,0.033323187,84.02153,6.4196644,8.81087,0.22454126,7.53E-07,0.6844339,0.2986324,1.3037646,0.27578253,97.212845
StableDiffusion_senior software developer_P8_15-7-2025.jpg,42,Middle-aged,"{'Woman': np.float32(0.055955887), 'Man': np.float32(99.94404)}",neutral,white,3.4196656,0.38300478,0.12254504,77.81093,5.642845,12.621015,0.003207468,1.24E-05,5.4478073,25.878922,0.8140344,0.8148652,67.04116
StableDiffusion_senior software developer_P9_15-7-2025.jpg,49,Middle-aged,"{'Woman': np.float32(1.1596915), 'Man': np.float32(98.84032)}",fear,white,0.37410146,0.041205708,0.027103012,97.43584,0.6890652,1.432686,1.88E-06,2.03E-13,99.99996,4.41E-05,2.95E-06,8.49E-07,5.75E-08
StableDiffusion_senior software developer_P10_15-7-2025.jpg,42,Middle-aged,"{'Woman': np.float32(2.7895634), 'Man': np.float32(97.210434)}",happy,white,0.8141643,0.052117463,0.08788362,95.185715,1.4679224,2.3921974,0.036142025,1.03E-11,3.69E-05,99.95863,5.29E-06,0.00213342,0.003034472
