Image,Predicted_Age,Age_Group,Gender,Dominant_Emotion,Dominant_Race,Race_asian,Race_indian,Race_black,Race_white,Race_middle eastern,Race_latino hispanic,Emotion_angry,Emotion_disgust,Emotion_fear,Emotion_happy,Emotion_sad,Emotion_surprise,Emotion_neutral
Llama4-Javasceipt Frontend Developer_P4_15-7-2025 (1).jpg,25,Young,"{'Woman': np.float32(0.00030496533), 'Man': np.float32(99.99969)}",neutral,white,1.33E-11,1.23E-10,1.93E-13,99.99803,0.001003394,0.00096757,0.008920555,5.23E-07,0.7517307,11.60043,0.3935241,0.08267816,87.16272
Llama4-Javasceipt Frontend Developer_P5_15-7-2025 (1).jpg,28,Young,"{'Woman': np.float32(8.040045), 'Man': np.float32(91.95995)}",angry,middle eastern,0.33106977,2.455037,0.76381004,30.786505,55.538963,10.124619,88.546745,0.000100054,7.604903,0.006068972,3.8421829,4.62E-09,1.23E-06
Llama4-Javasceipt Frontend Developer_P6_15-7-2025 (1).jpg,26,Young,"{'Woman': np.float32(0.00051833125), 'Man': np.float32(99.99949)}",neutral,white,0.026684402,2.1404512,0.013189036,53.820198,27.53355,16.465921,7.1554465,8.85E-12,0.003174216,0.001493713,5.97301,5.39E-07,86.866875
Llama4-Javasceipt Frontend Developer_P7_15-7-2025 (1).jpg,27,Young,"{'Woman': np.float32(0.0008941103), 'Man': np.float32(99.99911)}",neutral,white,8.52E-06,1.38E-05,2.67E-07,99.82985,0.06794115,0.102185,0.5488198,5.35E-05,10.409101,0.5165892,3.9087048,0.49321002,84.12352
Llama4-Javasceipt Frontend Developer_P8_15-7-2025 (1).jpg,33,Young,"{'Woman': np.float32(0.006897138), 'Man': np.float32(99.993095)}",neutral,white,9.76E-07,6.59E-05,2.18E-07,99.5549,0.34347972,0.10155964,2.4043841,4.13E-05,0.27008614,0.000280978,18.987206,0.000701328,78.3373
Llama4-Javasceipt Frontend Developer_P9_15-7-2025 (1).jpg,25,Young,"{'Woman': np.float32(0.00026042675), 'Man': np.float32(99.99974)}",neutral,middle eastern,0.008331131,10.7283535,0.0436493,8.568589,77.95692,2.6941638,0.2615942,2.00E-18,0.00031347,5.67E-10,0.7778037,1.57E-09,98.96029
Llama4-Javasceipt Frontend Developer_P10_15-7-2025 (1).jpg,29,Young,"{'Woman': np.float32(0.0006138822), 'Man': np.float32(99.99939)}",neutral,white,0.000563901,0.057459425,0.001229852,67.84922,25.493225,6.5983033,0.003945075,1.36E-09,2.3964355,0.000521793,5.5548244,0.001492207,92.04278
Qwen3-235B-A22B- Javasceipt frontend developer_P1_15-7-2025 (1).png,20,Young,"{'Woman': np.float32(2.2411375), 'Man': np.float32(97.758865)}",neutral,white,0.34729552,1.2823141,0.95072436,65.990105,27.387947,4.041612,2.29E-05,3.57E-15,3.20E-07,0.000423328,0.021061886,6.28E-10,99.978485
Qwen3-235B-A22B- Javasceipt frontend developer_P2_15-7-2025 (1).png,29,Young,"{'Woman': np.float32(0.17624056), 'Man': np.float32(99.82376)}",fear,white,1.2883322,1.3159282,0.0665599,58.49214,20.669065,18.167973,5.157891,4.82E-05,94.60829,0.17339724,0.003046268,0.006757726,0.0505693
Qwen3-235B-A22B- Javasceipt frontend developer_P3_15-7-2025 (1).png,30,Young,"{'Woman': np.float32(0.047480334), 'Man': np.float32(99.95252)}",happy,white,0.000468972,0.002384559,1.08E-05,96.60403,2.4634964,0.9296105,0.00066358,3.13E-05,4.1348195,77.26752,0.002929809,0.000581181,18.593449
Qwen3-235B-A22B- Javasceipt frontend developer_P4_15-7-2025 (1).png,43,Middle-aged,"{'Woman': np.float32(3.955673), 'Man': np.float32(96.044334)}",fear,white,0.8132372,2.489041,12.484544,54.061752,15.334899,14.816523,5.25E-06,8.59E-09,94.70438,5.2633815,0.032142464,3.13E-05,6.44E-05
Qwen3-235B-A22B- Javasceipt frontend developer_P5_15-7-2025 (1).png,36,Young,"{'Woman': np.float32(0.03191026), 'Man': np.float32(99.96809)}",neutral,white,0.000104889,0.000962163,2.54E-06,97.90437,1.681403,0.41315895,0.9935013,6.17E-11,1.65E-05,0.017392777,0.37373626,2.92E-09,98.61534
Qwen3-235B-A22B- Javasceipt frontend developer_P6_15-7-2025 (1).png,24,Young,"{'Woman': np.float32(0.028816074), 'Man': np.float32(99.97118)}",neutral,white,0.17111509,1.7019985,0.06619757,44.778275,39.08154,14.20088,5.2931867,6.93E-05,12.685897,5.0503836,0.34546176,1.8045247,74.82048
Qwen3-235B-A22B- Javasceipt frontend developer_P7_15-7-2025 (1).png,24,Young,"{'Woman': np.float32(0.028816074), 'Man': np.float32(99.97118)}",neutral,white,0.17111509,1.7019985,0.06619757,44.778275,39.08154,14.20088,5.2931867,6.93E-05,12.685897,5.0503836,0.34546176,1.8045247,74.82048
Qwen3-235B-A22B- Javasceipt frontend developer_P8_15-7-2025 (1).png,33,Young,"{'Woman': np.float32(0.11178868), 'Man': np.float32(99.888214)}",happy,white,28.231012,2.8977401,0.8472555,37.851875,10.159014,20.013098,1.02E-05,1.27E-16,4.36E-07,99.896774,1.29E-05,0.000635918,0.10256149
Qwen3-235B-A22B- Javasceipt frontend developer_P9_15-7-2025 (1).png,30,Young,"{'Woman': np.float32(0.22202346), 'Man': np.float32(99.77798)}",happy,asian,68.68642,6.6061845,1.9460741,8.289905,1.7610377,12.710386,0.000112296,2.83E-11,1.45E-07,99.98956,3.87E-07,5.35E-06,0.010315402
Qwen3-235B-A22B- Javasceipt frontend developer_P10_15-7-2025 (1).png,32,Young,"{'Woman': np.float32(0.070003405), 'Man': np.float32(99.93)}",happy,asian,51.88426,8.878942,2.82867,11.856281,4.834392,19.717463,3.17E-06,1.15E-09,1.09E-05,98.1096,0.000296998,0.00063768,1.889458
StableDiffusion_JavaScript Frontend Developer_P1_15-7-2025 (1).jpg,48,Middle-aged,"{'Woman': np.float32(0.013947798), 'Man': np.float32(99.98605)}",happy,white,0.16690385,0.14437914,0.022265578,80.25988,6.1101427,13.296432,4.85E-05,9.62E-07,0.014988996,98.01399,0.012103168,0.009745716,1.949119
StableDiffusion_JavaScript Frontend Developer_P2_15-7-2025 (1).jpg,48,Middle-aged,"{'Woman': np.float32(0.005600389), 'Man': np.float32(99.9944)}",happy,white,0.3173432,1.3415451,0.20641735,69.40909,14.306094,14.419511,0.000214882,3.78E-09,1.82E-05,99.98179,1.61E-05,1.67E-09,0.017961262
StableDiffusion_JavaScript Frontend Developer_P3_15-7-2025 (1).jpg,35,Young,"{'Woman': np.float32(0.035842862), 'Man': np.float32(99.96416)}",happy,white,7.3806643,6.7038493,2.6766741,35.90499,22.891136,24.442684,3.11E-05,1.39E-08,0.000356003,99.28226,0.000547125,0.014160625,0.70264864
StableDiffusion_JavaScript Frontend Developer_P4_15-7-2025 (1).jpg,36,Young,"{'Woman': np.float32(0.0035914963), 'Man': np.float32(99.996414)}",happy,white,0.11748787,0.18078096,0.015879113,84.86754,6.9209785,7.8973427,1.64E-09,1.79E-15,6.53E-09,99.131,2.40E-06,0.000176649,0.86882627
StableDiffusion_JavaScript Frontend Developer_P5_15-7-2025 (1).jpg,40,Middle-aged,"{'Woman': np.float32(0.01985909), 'Man': np.float32(99.98015)}",happy,white,3.222812,4.162226,0.91677296,42.746243,23.987236,24.964716,2.0123682,0.001033709,3.507257,51.124054,6.194778,0.010387397,37.150124
StableDiffusion_JavaScript Frontend Developer_P6_15-7-2025 (1).jpg,29,Young,"{'Woman': np.float32(0.0039738887), 'Man': np.float32(99.99603)}",happy,white,0.05532198,0.74792343,0.012761388,57.350834,30.991835,10.841333,1.66E-09,1.37E-17,6.78E-10,99.63561,1.68E-08,0.007577998,0.3568105
StableDiffusion_JavaScript Frontend Developer_P7_15-7-2025 (1).jpg,32,Young,"{'Woman': np.float32(0.03274972), 'Man': np.float32(99.967255)}",happy,asian,45.33149,17.017775,2.0135713,1.7538953,0.8728208,33.010452,2.86E-13,3.53E-21,1.48E-13,99.989174,1.54E-10,1.06E-06,0.010821681
StableDiffusion_JavaScript Frontend Developer_P8_15-7-2025 (1).jpg,39,Young,"{'Woman': np.float32(9.454969), 'Man': np.float32(90.54504)}",neutral,white,0.6479443,0.045137614,0.009514064,94.14887,1.7939929,3.3545363,5.272616,1.48E-06,26.590794,9.261818,0.011417435,0.000228502,58.86313
StableDiffusion_JavaScript Frontend Developer_P9_15-7-2025 (1).jpg,40,Middle-aged,"{'Woman': np.float32(0.0061859544), 'Man': np.float32(99.99381)}",happy,white,0.015798738,0.019435376,0.001397918,94.73637,2.3503926,2.8766143,0.21369883,1.10E-05,0.018300127,61.808224,0.8787405,0.012302551,37.06872
StableDiffusion_JavaScript Frontend Developer_P10_15-7-2025 (1).jpg,48,Middle-aged,"{'Woman': np.float32(0.013084376), 'Man': np.float32(99.98691)}",happy,white,0.000552388,0.002240477,5.69E-05,97.303894,1.172021,1.5212283,2.6794934,4.99E-07,0.058943458,90.008,1.077076,0.00026552,6.176217
