Image,Predicted_Age,Age_Group,Gender,Dominant_Emotion,Dominant_Race,Race_asian,Race_indian,Race_black,Race_white,Race_middle eastern,Race_latino hispanic,Emotion_angry,Emotion_disgust,Emotion_fear,Emotion_happy,Emotion_sad,Emotion_surprise,Emotion_neutral
Qwen3-235B-A22B- SE in Agile Team_P4_17-7-2025.png,27,Young,"{'Woman': np.float32(0.21139434), 'Man': np.float32(99.7886)}",fear,white,1.6488886,5.3739176,1.412448,37.686104,31.324902,22.55374,21.277617,0.020597775,55.435104,1.39E-07,20.301197,0.021825932,2.9436603
Qwen3-235B-A22B- SE in Agile Team_P5_17-7-2025.png,34,Young,"{'Woman': np.float32(0.15981817), 'Man': np.float32(99.84018)}",angry,white,1.7507927,2.9871576,0.59384644,46.36208,25.019386,23.286737,84.41696,0.001602529,0.6687216,8.79E-05,2.7189941,0.000139107,12.193499
Qwen3-235B-A22B- SE in Agile Team_P6_17-7-2025.png,31,Young,"{'Woman': np.float32(0.11150601), 'Man': np.float32(99.8885)}",angry,white,4.851116,6.209928,2.120952,35.95123,20.844385,30.022396,65.425095,0.57946616,2.787443,3.47E-06,28.578394,0.004322083,2.625278
Qwen3-235B-A22B- SE in Agile Team_P7_17-7-2025.png,24,Young,"{'Woman': np.float32(1.7856907), 'Man': np.float32(98.21431)}",neutral,white,0.009600833,0.31245723,0.00753616,82.441925,8.728061,8.500413,22.071575,1.18E-06,0.037508104,0.27873883,0.054906245,0.002561481,77.55472
Qwen3-235B-A22B- SE in Agile Team_P8_17-7-2025.png,33,Young,"{'Woman': np.float32(0.9945955), 'Man': np.float32(99.0054)}",neutral,black,3.44E-05,0.002317499,99.99759,7.86E-08,1.25E-08,5.24E-05,0.005433406,3.27E-08,0.043883245,2.006118,14.18917,3.54E-05,83.75536
Qwen3-235B-A22B- SE in Agile Team_P9-17-7-2025.png,30,Young,"{'Woman': np.float32(0.0002736969), 'Man': np.float32(99.999725)}",neutral,middle eastern,3.6277404,8.978966,1.5592562,27.68221,29.520338,28.631493,0.40380266,5.35E-07,0.19797564,0.5211538,9.293966,0.006230263,89.57687
Qwen3-235B-A22B- SE in Agile Team_P10-17-7-2025.png,27,Young,"{'Woman': np.float32(1.3967743), 'Man': np.float32(98.603226)}",angry,black,0.5521944,0.6391883,86.12575,4.8424296,2.4532304,5.3872056,56.316463,2.37E-09,29.644924,1.24E-07,14.038612,7.46E-13,3.37E-07
StableDiffusion_SE in Agile Team_P1_17-7-2025.jpg,31,Young,"{'Woman': np.float32(0.025929961), 'Man': np.float32(99.97407)}",neutral,asian,35.565823,8.641365,3.348319,22.201036,11.88713,18.356333,0.00052671,2.92E-18,8.56E-06,3.8141906,0.053037524,3.04E-05,96.13221
StableDiffusion_SE in Agile Team_P2_17-7-2025.jpg,29,Young,"{'Woman': np.float32(0.026976343), 'Man': np.float32(99.973015)}",happy,white,1.05E-06,2.30E-06,7.71E-08,99.97354,0.014229145,0.012219297,0.37455764,3.29E-09,0.86226547,57.499855,4.3083453,0.00157526,36.953403
StableDiffusion_SE in Agile Team_P3_17-7-2025.jpg,29,Young,"{'Woman': np.float32(6.917166e-05), 'Man': np.float32(99.99993)}",happy,white,1.20E-06,7.16E-06,6.35E-08,99.92466,0.04286202,0.032473486,0.2366782,1.23E-10,0.000795847,99.76058,5.32E-05,2.38E-05,0.001868794
StableDiffusion_SE in Agile Team_P4_17-7-2025.jpg,31,Young,"{'Woman': np.float32(0.0014419599), 'Man': np.float32(99.99856)}",happy,white,0.000298694,0.002649428,4.43E-05,96.73273,1.8755583,1.3887305,1.4117653,2.17E-08,0.000124753,75.45277,0.052141305,0.41034728,22.672853
StableDiffusion_SE in Agile Team_P5_17-7-2025.jpg,34,Young,"{'Woman': np.float32(0.016516509), 'Man': np.float32(99.983475)}",neutral,white,0.0783908,0.22872125,0.02305889,86.74432,4.9042125,8.021301,2.1799014,0.000682604,34.890892,3.2938755,22.602762,0.20552842,36.826355
StableDiffusion_SE in Agile Team_P6_17-7-2025.jpg,29,Young,"{'Woman': np.float32(0.0011751346), 'Man': np.float32(99.99882)}",happy,white,0.75741976,0.82946134,0.059417937,69.36288,15.96248,13.028344,0.58295757,1.14E-05,5.3126597,89.21424,0.9724771,0.08880381,3.828852
StableDiffusion_SE in Agile Team_P7_17-7-2025.jpg,27,Young,"{'Woman': np.float32(0.0016836873), 'Man': np.float32(99.99832)}",happy,white,0.000538596,0.000341139,4.83E-06,99.65206,0.11692797,0.23013093,7.24E-09,1.61E-21,1.22E-14,99.999855,6.45E-09,3.38E-11,0.000150637
StableDiffusion_SE in Agile Team_P8_17-7-2025.jpg,33,Young,"{'Woman': np.float32(0.00027070643), 'Man': np.float32(99.999725)}",neutral,white,1.41E-05,0.000355492,2.88E-06,98.51795,0.8938821,0.58779275,14.68422,8.31E-10,0.016582929,0.000216468,18.82398,8.42E-09,66.475006
StableDiffusion_SE in Agile Team_P9_17-7-2025.jpg,32,Young,"{'Woman': np.float32(0.00039739456), 'Man': np.float32(99.9996)}",happy,white,0.14333382,0.5351641,0.025365647,71.8172,12.467428,15.011501,1.26E-08,2.84E-28,9.58E-15,100,1.18E-12,1.53E-13,2.76E-07
StableDiffusion_SE in Agile Team_P10_17-7-2025.jpg,30,Young,"{'Woman': np.float32(0.0022859017), 'Man': np.float32(99.99771)}",happy,white,0.20395021,1.7793502,0.1771033,49.92706,31.734257,16.178268,8.64E-05,2.43E-19,1.76E-09,92.715805,7.62E-07,1.16E-06,7.284113
