Image,Predicted_Age,Age_Group,Gender,Dominant_Emotion,Dominant_Race,Race_asian,Race_indian,Race_black,Race_white,Race_middle eastern,Race_latino hispanic,Emotion_angry,Emotion_disgust,Emotion_fear,Emotion_happy,Emotion_sad,Emotion_surprise,Emotion_neutral
StableDiffusion_cybersecuritySE_P1_14-7-2025.jpg,29,Young,"{'Woman': np.float32(98.98988), 'Man': np.float32(1.0101123)}",neutral,white,3.8430307,2.3985112,0.608293,54.614048,15.303315,23.2328,15.609015,2.8460794e-11,0.001751714,0.012627146,36.603325,6.978504e-08,47.77328
StableDiffusion_cybersecuritySE_P2_14-7-2025.jpg,28,Young,"{'Woman': np.float32(19.033121), 'Man': np.float32(80.96688)}",sad,latino hispanic,9.476244,16.146643,9.80657,15.677461,7.028459,41.86462,6.7381206,0.00382687,8.247926,2.6377583,70.82467,0.000210222,11.5475
StableDiffusion_cybersecuritySE_P3_14-7-2025.jpg,32,Young,"{'Woman': np.float32(0.4225905), 'Man': np.float32(99.57741)}",neutral,white,3.6755342,6.305841,2.3020947,42.465908,24.490421,20.7602,0.018126221,1.0176802e-06,0.1809501,0.002846651,0.10178876,0.3658714,99.33042
StableDiffusion_cybersecuritySE_P4_14-7-2025.jpg,29,Young,"{'Woman': np.float32(29.571987), 'Man': np.float32(70.42802)}",neutral,white,24.610369,6.6960063,5.4443727,31.01111,15.067705,17.170443,0.001541176,1.6451198e-12,26.64031,0.006357001,11.26122,0.007662612,62.08291
StableDiffusion_cybersecuritySE_P5_14-7-2025.jpg,33,Young,"{'Woman': np.float32(5.3926735), 'Man': np.float32(94.60732)}",sad,white,0.060978305,0.15965861,0.16965789,91.30384,4.147128,4.1587334,0.00372007,2.3915366e-06,8.888183,0.004934603,91.08886,1.4628694e-08,0.014296462
StableDiffusion_cybersecuritySE_P6_14-7-2025.jpg,28,Young,"{'Woman': np.float32(4.8848605), 'Man': np.float32(95.115135)}",neutral,white,23.582468,5.662767,10.795946,36.661224,12.497587,10.799998,0.000161907,3.5696799e-09,3.8476744,0.000255086,40.47263,5.094246e-07,55.67928
StableDiffusion_cybersecuritySE_P7_14-7-2025.jpg,30,Young,"{'Woman': np.float32(9.445488), 'Man': np.float32(90.55451)}",happy,asian,37.237297,1.7150216,4.886782,34.91809,6.506378,14.736429,0.86637205,3.5328468e-10,0.060186382,98.095795,0.5473102,0.4144137,0.015929442
StableDiffusion_cybersecuritySE_P8_14-7-2025.jpg,29,Young,"{'Woman': np.float32(6.335508), 'Man': np.float32(93.66449)}",sad,white,10.369027,5.6088467,4.649886,41.536774,19.611076,18.224392,3.202504e-05,1.1095889e-13,0.000713091,7.013716e-16,99.96538,1.8682476e-13,0.033878095
StableDiffusion_cybersecuritySE_P9_14-7-2025.jpg,31,Young,"{'Woman': np.float32(98.90823), 'Man': np.float32(1.0917687)}",surprise,white,0.97282016,0.6796343,0.186674,68.185036,9.62583,20.350004,1.8062592,6.24967e-05,0.2047522,7.411363,0.003796091,90.41672,0.1570487
StableDiffusion_cybersecuritySE_P10_14-7-2025.jpg,33,Young,"{'Woman': np.float32(9.002629), 'Man': np.float32(90.99737)}",surprise,white,13.437502,5.329679,2.447564,32.854156,31.866724,14.064376,2.1658135e-08,3.0349912e-18,7.513306,0.000337857,2.9171762e-10,92.48636,3.570508e-09
